model,attribution_method,prompt_id,token_count,output_token_count,attribution_time,tokens_per_second,prompt_text,success,device,gpu_info
BART,attention,prompt_16,20,0,0.11392354965209961,175.55632756419647,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
BART,attention,prompt_17,20,0,0.20356178283691406,98.25026938393066,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
BART,attention,prompt_18,19,0,0.19525527954101562,97.30850835205626,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
BART,attention,prompt_19,18,0,0.18292951583862305,98.39855486131204,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
BART,attention,prompt_20,19,0,0.19196581840515137,98.9759539372773,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_1,18,0,0.9186592102050781,19.593772968304258,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_2,20,0,0.9360291957855225,21.366854890905252,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_3,15,0,0.7645614147186279,19.61909103864503,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_4,17,0,0.8800709247589111,19.31662496935349,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_5,16,0,0.7540249824523926,21.219456082159986,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_6,18,0,0.8399808406829834,21.429060197806784,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_7,20,0,0.9501614570617676,21.049054191112965,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_8,17,0,0.8173575401306152,20.79873147959627,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_9,20,0,0.8813152313232422,22.69335566795004,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_10,19,0,1.0223734378814697,18.58420739037509,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_11,18,0,0.37189579010009766,48.4006554501604,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_12,15,0,0.8012652397155762,18.7203927694711,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_13,17,0,0.8735663890838623,19.46045568194131,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_14,22,0,0.9512624740600586,23.12716058912991,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_15,17,0,0.873175859451294,19.469159409288807,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_16,18,0,0.9242589473724365,19.475061670944015,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_17,18,0,0.8518838882446289,21.129640140383874,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_18,17,0,0.8724942207336426,19.48436974826657,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_19,16,0,0.8056602478027344,19.85948797106047,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
GPT-2,input_x_gradient,prompt_20,17,0,0.7958183288574219,21.361659292777745,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_1,18,0,0.6530241966247559,27.564062852548865,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_2,20,0,0.7084238529205322,28.231686323870168,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_3,15,0,0.6848404407501221,21.90291213464284,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_4,17,0,0.3619577884674072,46.96680259867036,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_5,16,0,0.6782569885253906,23.58987857211152,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_6,18,0,0.6968364715576172,25.831024544058597,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_7,20,0,0.7171368598937988,27.88867943974015,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_8,17,0,0.6700215339660645,25.37231885574147,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_9,20,0,0.6974332332611084,28.676580131523938,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_10,19,0,0.6688127517700195,28.40854925345893,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_11,18,0,0.668391227722168,26.930335488307918,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_12,15,0,0.6942362785339355,21.606476733939182,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_13,17,0,0.6591064929962158,25.792493596475012,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_14,22,0,0.7418675422668457,29.654889514072742,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_15,17,0,0.6989226341247559,24.32314990240471,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_16,18,0,0.6780426502227783,26.547002602396624,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_17,18,0,0.7428638935089111,24.230549037694047,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_18,17,0,0.6639449596405029,25.604532052182087,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_19,16,0,0.6578760147094727,24.320692109539554,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
GPT-2,saliency,prompt_20,17,0,0.6863462924957275,24.768837809531583,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_1,18,0,6.507500648498535,2.766038909908232,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_2,20,0,6.587968826293945,3.035837073207734,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_3,15,0,6.384153842926025,2.3495674397979585,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_4,17,0,6.489973306655884,2.619425257506901,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_5,16,0,6.369311332702637,2.512045520188264,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_6,18,0,6.508503437042236,2.765612736340511,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_7,20,0,6.61166524887085,3.024956534727107,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_8,17,0,6.427015066146851,2.645084821652971,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_9,20,0,6.580528020858765,3.0392697875618166,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_10,19,0,6.544066905975342,2.9033932985390525,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_11,18,0,6.561020851135254,2.7434755060846148,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_12,15,0,6.386288166046143,2.3487822049356017,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_13,17,0,6.44748330116272,2.6366877130079995,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_14,22,0,6.665832757949829,3.3004128364550223,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_15,17,0,6.5338454246521,2.6018368809061903,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_16,18,0,6.50198221206665,2.7683865339703404,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_17,18,0,6.5039708614349365,2.767540074130768,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_18,17,0,6.434658527374268,2.641942836232684,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_19,16,0,6.372563123703003,2.5107636738014194,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
GPT-2,lime,prompt_20,17,0,6.451380968093872,2.635094731511853,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_1,18,0,0.5081202983856201,35.424682023506826,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_2,20,0,0.5049753189086914,39.605896072747186,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_3,15,0,0.4898257255554199,30.623136387929197,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_4,17,0,0.49019598960876465,34.68000628395195,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_5,16,0,0.4195835590362549,38.13304800776879,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_6,18,0,0.4960775375366211,36.28465035805258,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_7,20,0,0.5011811256408691,39.90573263194149,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_8,17,0,0.4928262233734131,34.494917668208465,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_9,20,0,0.5007765293121338,39.93797398506672,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_10,19,0,0.5002377033233643,37.98194313177949,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_11,18,0,0.4979414939880371,36.148825147784216,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_12,15,0,0.4869883060455322,30.80156096930495,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_13,17,0,0.49135279655456543,34.5983580824336,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_14,22,0,0.5090408325195312,43.21853689243267,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_15,17,0,0.4921576976776123,34.541774070017375,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_16,18,0,0.49352121353149414,36.47259632711072,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_17,18,0,0.4958665370941162,36.30009015224912,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_18,17,0,0.49221086502075195,34.53804295702263,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_19,16,0,0.49735093116760254,32.170443438072404,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
GPT-2,integrated_gradients,prompt_20,17,0,0.49229907989501953,34.53185409898627,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_1,18,0,0.8925254344940186,20.16749249303397,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_2,20,0,0.36228203773498535,55.20560755659185,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_3,15,0,0.7552218437194824,19.861713647111564,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_4,17,0,0.8716974258422852,19.502179880333596,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_5,16,0,0.3601107597351074,44.43077460881586,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_6,18,0,0.841569185256958,21.388615832581873,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_7,20,0,0.9532101154327393,20.98173285846886,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_8,17,0,0.8220458030700684,20.680112879976566,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_9,20,0,0.8859288692474365,22.575175834363826,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_10,19,0,0.8074703216552734,23.530276581622168,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_11,18,0,0.8789973258972168,20.47787799766843,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_12,15,0,0.8307793140411377,18.055336413031156,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_13,17,0,0.8742868900299072,19.44441829548476,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_14,22,0,0.9419357776641846,23.35615709868848,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_15,17,0,0.8529365062713623,19.93114361386173,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_16,18,0,0.9353928565979004,19.243251509817444,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_17,18,0,0.8555910587310791,21.038088016833264,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_18,17,0,0.8927717208862305,19.041821780739827,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_19,16,0,0.8356368541717529,19.147073181517953,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
GPT-2,layer_gradient_x_activation,prompt_20,17,0,0.8088183403015137,21.018316663866315,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_1,18,0,0.1526496410369873,117.91708043151287,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_2,20,0,0.0962820053100586,207.72313513406434,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_3,15,0,0.1446361541748047,103.70850971238676,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_4,17,0,0.14947056770324707,113.73476572157755,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_5,16,0,0.09601902961730957,166.6336356841878,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_6,18,0,0.1548004150390625,116.27875800887136,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_7,20,0,0.15703916549682617,127.35676438884418,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_8,17,0,0.09522891044616699,178.51721625661273,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_9,20,0,0.15607929229736328,128.13999670049677,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_10,19,0,0.09593892097473145,198.04266930419462,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_11,18,0,0.15183377265930176,118.5506997866016,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_12,15,0,0.14876055717468262,100.83317974122802,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_13,17,0,0.15078258514404297,112.74511564952849,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_14,22,0,0.1621565818786621,135.67133535450367,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_15,17,0,0.09668445587158203,175.82971168167606,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_16,18,0,0.09506535530090332,189.3434252996366,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_17,18,0,0.09825658798217773,183.19382312832732,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_18,17,0,0.0974431037902832,174.46078109937216,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_19,16,0,0.1478443145751953,108.221949866474,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
GPT-2,attention,prompt_20,17,0,0.15306305885314941,111.0653356033477,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_1,18,0,2.1600637435913086,8.333087416241389,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_2,20,0,2.464911699295044,8.113880917405654,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_3,15,0,2.018878221511841,7.429868646939597,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_4,17,0,2.2448346614837646,7.572940801245263,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_5,16,0,2.168389081954956,7.378749567201689,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_6,17,0,2.180161714553833,7.797586704928917,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_7,20,0,3.1151232719421387,6.4202916719667735,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_8,17,0,2.1925320625305176,7.7535924288283375,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_9,20,0,2.6028506755828857,7.6838829778512645,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_10,18,0,2.1872739791870117,8.22942172369756,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_11,18,0,2.171048879623413,8.290923419062889,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_12,16,0,2.188389301300049,7.311313389484647,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_13,17,0,2.155357837677002,7.887321401035771,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_14,23,0,2.5342814922332764,9.075550632590458,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_15,18,0,2.2086703777313232,8.149699557472688,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_16,18,0,2.2384655475616455,8.041222711516534,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_17,17,0,2.2552602291107178,7.537932776255869,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_18,16,0,2.21053409576416,7.238069763619256,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_19,16,0,2.1776809692382812,7.347265382769336,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
Llama-3-2-1B,input_x_gradient,prompt_20,17,0,2.113527536392212,8.043424893824175,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_1,18,0,1.7483904361724854,10.295183288353467,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_2,20,0,2.2290737628936768,8.97233655203808,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_3,15,0,1.6874058246612549,8.88938498420274,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_4,17,0,2.0103042125701904,8.456431565780465,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_5,16,0,2.083580732345581,7.679088096571173,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_6,17,0,1.9794950485229492,8.588048761569262,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_7,20,0,2.1026041507720947,9.512013943592676,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_8,17,0,1.787463903427124,9.510681568117663,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_9,20,0,2.2334251403808594,8.954855767670574,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_10,18,0,1.8242371082305908,9.867138388309074,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_11,18,0,1.6933400630950928,10.62987901384648,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_12,16,0,1.9663598537445068,8.136862624372371,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_13,17,0,2.028945207595825,8.37873784681645,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_14,23,0,1.8023765087127686,12.760929744044583,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_15,18,0,2.1389846801757812,8.415207535998231,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_16,18,0,2.0908665657043457,8.60887074060433,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_17,17,0,2.1314878463745117,7.975649511169216,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_18,16,0,2.0488531589508057,7.809246812101175,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_19,16,0,1.726689100265503,9.266288874783406,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
Llama-3-2-1B,saliency,prompt_20,17,0,1.8322715759277344,9.27810059564581,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_1,18,0,0.707024097442627,25.45882108560048,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_2,20,0,0.7068207263946533,28.29571806986458,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_3,15,0,0.692913293838501,21.647730146589,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_4,17,0,0.6945235729217529,24.477210944019706,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
